;Side;Type;Metric;Value
196;tail;pessimistic;hits_at_5;0.03521975533939594
197;both;pessimistic;hits_at_5;0.04989394408827665
198;head;optimistic;hits_at_10;0.09814512806719485
199;tail;optimistic;hits_at_10;0.05406127750559219
200;both;optimistic;hits_at_10;0.07610320278639351
201;head;realistic;hits_at_10;0.09814512806719485
202;tail;realistic;hits_at_10;0.05406127750559219
203;both;realistic;hits_at_10;0.07610320278639351
204;head;pessimistic;hits_at_10;0.09814512806719485
205;tail;pessimistic;hits_at_10;0.05406127750559219
206;both;pessimistic;hits_at_10;0.07610320278639351
207;head;optimistic;z_hits_at_k;7399.6350218125235
208;tail;optimistic;z_hits_at_k;4051.6503663544845
209;both;optimistic;z_hits_at_k;8091.219012731748
210;head;realistic;z_hits_at_k;7399.6350218125235
211;tail;realistic;z_hits_at_k;4051.6503663544845
212;both;realistic;z_hits_at_k;8091.219012731748
213;head;pessimistic;z_hits_at_k;7399.6350218125235
214;tail;pessimistic;z_hits_at_k;4051.6503663544845
215;both;pessimistic;z_hits_at_k;8091.219012731748
216;head;optimistic;adjusted_hits_at_k;0.0980521066224066
217;tail;optimistic;adjusted_hits_at_k;0.053962708637075675
218;both;optimistic;adjusted_hits_at_k;0.07600741928563613
219;head;realistic;adjusted_hits_at_k;0.0980521066224066
220;tail;realistic;adjusted_hits_at_k;0.053962708637075675
221;both;realistic;adjusted_hits_at_k;0.07600741928563613
222;head;pessimistic;adjusted_hits_at_k;0.0980521066224066
223;tail;pessimistic;adjusted_hits_at_k;0.053962708637075675
224;both;pessimistic;adjusted_hits_at_k;0.07600741928563613
