chebi_id	db_id
652822	DB00921
50567	DB00922
3495	DB00923
3996	DB00924
3997	DB00924
4913	DB00926
4975	DB00927
50377	DB00927
2038	DB00928
63691	DB00929
63695	DB00929
63698	DB00929
63700	DB00929
63705	DB00929
6780	DB00933
6781	DB00933
77716	DB00935
7862	DB00935
7863	DB00935
16914	DB00936
30762	DB00936
4530	DB00937
59746	DB00937
59747	DB00937
643703	DB00937
64062	DB00938
64063	DB00938
64064	DB00938
6710	DB00939
76230	DB00939
76232	DB00939
42266	DB00941
59692	DB00942
59693	DB00942
59706	DB00942
59707	DB00942
59709	DB00942
59710	DB00942
10101	DB00943
4391	DB00944
59719	DB00944
13719	DB00945
15365	DB00945
50438	DB00946
31638	DB00947
52066	DB00948
52067	DB00948
52068	DB00948
6919	DB00948
4995	DB00949
5050	DB00950
6030	DB00951
7478	DB00952
7479	DB00952
48273	DB00953
474014	DB00954
7528	DB00955
5779	DB00956
5780	DB00956
50815	DB00957
16134	DB00958
28938	DB00958
31355	DB00958
35690	DB00958
35691	DB00958
35694	DB00958
49832	DB00958
50366	DB00959
6888	DB00959
48280	DB00960
48281	DB00960
8214	DB00960
6759	DB00961
6760	DB00961
10102	DB00962
140536	DB00963
240107	DB00963
59175	DB00963
59176	DB00963
2788	DB00964
2789	DB00964
9434	DB00966
291342	DB00967
61058	DB00968
253342	DB00969
53783	DB00969
27666	DB00970
2950	DB00972
2951	DB00972
55362	DB00972
55363	DB00972
49040	DB00973
42191	DB00974
63131	DB00974
64755	DB00974
4653	DB00975
4903	DB00977
116278	DB00978
6518	DB00978
4024	DB00979
4025	DB00979
59688	DB00979
59689	DB00979
59690	DB00979
59691	DB00979
27953	DB00981
48883	DB00981
15036	DB00982
15367	DB00982
26536	DB00982
35291	DB00982
46856	DB00982
50648	DB00982
6067	DB00982
78630	DB00982
408174	DB00983
63081	DB00983
63082	DB00983
63107	DB00983
63108	DB00983
63109	DB00983
63110	DB00983
7468	DB00984
34720	DB00985
4604	DB00985
4636	DB00985
4637	DB00985
59778	DB00985
17562	DB00987
28680	DB00987
18243	DB00988
59905	DB00988
64358	DB00989
64363	DB00989
8874	DB00989
4953	DB00990
7822	DB00991
60641	DB00992
724125	DB00992
2948	DB00993
53634	DB00994
53636	DB00994
53637	DB00994
65077	DB00994
7508	DB00994
2922	DB00995
39971	DB00995
49482	DB00995
42797	DB00996
28748	DB00997
41983	DB00997
47898	DB00997
64816	DB00997
5778	DB00999
31444	DB01000
2549	DB01001
8746	DB01001
31322	DB01002
31772	DB01002
3215	DB01002
60789	DB01002
60790	DB01002
6149	DB01002
77431	DB01002
77441	DB01002
77442	DB01002
77449	DB01002
77453	DB01002
77454	DB01002
77455	DB01002
77457	DB01002
77458	DB01002
77459	DB01002
128458	DB01003
59039	DB01003
59773	DB01003
59774	DB01003
465284	DB01004
44423	DB01005
6413	DB01006
77898	DB01007
77903	DB01007
77905	DB01007
28901	DB01008
6128	DB01009
76128	DB01009
251408	DB01010
4759	DB01010
44241	DB01011
48390	DB01012
48391	DB01012
31414	DB01013
267413	DB01014
59164	DB01014
59165	DB01014
9332	DB01015
5441	DB01016
50694	DB01017
50697	DB01017
71337	DB01017
77906	DB01017
3084	DB01019
3085	DB01019
59260	DB01019
59261	DB01019
59262	DB01019
59263	DB01019
6062	DB01020
18067	DB01022
585948	DB01023
168396	DB01024
62932	DB01024
67155	DB01024
31205	DB01025
47518	DB01026
47520	DB01026
48336	DB01026
48339	DB01026
48344	DB01026
6843	DB01028
5959	DB01029
63632	DB01030
4884	DB01031
8426	DB01032
2208	DB01033
31822	DB01033
50667	DB01033
171741	DB01034
8428	DB01035
8429	DB01035
32245	DB01036
9622	DB01036
50217	DB01037
50350	DB01037
51099	DB01037
9086	DB01037
9087	DB01037
51235	DB01038
51241	DB01038
5001	DB01039
1157	DB01040
61904	DB01040
61917	DB01041
61918	DB01041
74947	DB01041
9513	DB01041
28876	DB01042
64312	DB01043
64323	DB01043
64325	DB01043
5280	DB01044
53560	DB01044
53562	DB01044
28077	DB01045
71365	DB01045
2361	DB01048
421707	DB01048
25224	DB01049
27376	DB01049
43415	DB01050
47835	DB01050
5855	DB01050
28368	DB01051
71339	DB01051
18208	DB01053
51352	DB01053
51354	DB01053
51765	DB01053
52139	DB01053
52151	DB01053
52154	DB01053
7963	DB01053
7582	DB01054
29063	DB01055
58344	DB01055
58604	DB01055
77689	DB01055
9611	DB01056
4753	DB01057
59849	DB01057
100246	DB01059
2676	DB01060
51254	DB01060
51255	DB01060
51256	DB01060
2956	DB01061
51863	DB01061
51864	DB01061
51329	DB01062
51330	DB01062
7856	DB01062
7857	DB01062
2401	DB01063
2402	DB01063
6257	DB01064
64317	DB01064
16796	DB01065
59343	DB01066
5384	DB01067
3756	DB01068
61214	DB01069
8461	DB01069
8462	DB01069
4591	DB01070
31243	DB01072
37924	DB01072
63599	DB01073
35553	DB01074
34720	DB01075
4604	DB01075
4636	DB01075
4637	DB01075
39548	DB01076
50690	DB01076
4906	DB01077
4907	DB01077
77356	DB01077
31468	DB01078
63638	DB01080
4639	DB01081
59784	DB01081
17076	DB01082
58007	DB01082
4779	DB01084
59865	DB01084
39458	DB01085
39460	DB01085
39461	DB01085
39464	DB01085
8207	DB01085
116735	DB01086
8405	DB01087
27478	DB01089
347401	DB01090
55326	DB01090
31325	DB01091
3238	DB01091
472805	DB01092
28262	DB01093
28230	DB01094
61249	DB01094
38562	DB01095
38565	DB01095
38567	DB01095
38568	DB01095
5136	DB01095
77600	DB01095
77601	DB01095
77602	DB01095
77603	DB01095
78416	DB01096
78417	DB01096
78418	DB01096
6402	DB01097
38545	DB01098
77249	DB01098
77313	DB01098
5100	DB01099
8212	DB01100
31348	DB01101
50580	DB01102
37597	DB01103
49845	DB01103
8711	DB01103
64214	DB01104
9123	DB01104
9124	DB01104
32260	DB01108
6924	DB01110
82886	DB01110
82888	DB01110
82892	DB01110
82894	DB01110
82897	DB01110
59663	DB01111
59666	DB01111
59669	DB01111
3515	DB01112
28241	DB01113
4464	DB01114
52010	DB01114
52013	DB01114
7565	DB01115
9728	DB01116
9729	DB01116
575568	DB01117
2663	DB01118
4495	DB01119
31654	DB01120
2627	DB01122
2628	DB01122
74711	DB01123
74713	DB01123
74718	DB01123
74723	DB01123
8452	DB01123
27999	DB01124
133809	DB01125
521033	DB01126
4755	DB01127
82870	DB01127
82871	DB01127
82872	DB01127
82873	DB01127
82877	DB01127
3090	DB01128
8768	DB01129
8455	DB01131
8228	DB01132
50782	DB01134
59818	DB01135
59819	DB01135
59820	DB01135
59821	DB01135
59822	DB01135
59823	DB01135
3441	DB01136
63598	DB01137
7731	DB01137
9342	DB01138
3545	DB01139
554446	DB01139
59217	DB01139
3479	DB01140
53667	DB01140
53669	DB01140
600520	DB01141
36691	DB01142
4710	DB01142
2636	DB01143
101085	DB01144
31508	DB01146
59788	DB01146
34978	DB01147
49566	DB01147
51350	DB01147
51351	DB01147
51357	DB01147
5088	DB01148
5089	DB01148
61236	DB01148
7494	DB01149
7495	DB01149
3506	DB01150
4449	DB01151
47781	DB01151
83682	DB01153
83684	DB01153
83685	DB01153
83691	DB01153
83692	DB01153
83698	DB01153
9536	DB01154
101853	DB01155
53749	DB01155
3219	DB01156
36793	DB01156
36794	DB01156
3172	DB01158
3173	DB01158
36065	DB01159
49646	DB01159
5615	DB01159
15553	DB01160
27595	DB01160
28922	DB01160
34505	DB01160
46097	DB01160
57404	DB01160
77768	DB01160
9754	DB01160
3636	DB01161
3637	DB01161
9445	DB01162
9446	DB01162
51208	DB01163
17883	DB01164
17996	DB01164
29108	DB01164
3312	DB01164
63598	DB01165
7731	DB01165
31401	DB01166
6076	DB01167
71417	DB01168
71428	DB01168
71431	DB01168
51016	DB01170
51017	DB01170
5557	DB01170
83531	DB01171
17630	DB01172
58214	DB01172
6109	DB01172
60902	DB01173
7789	DB01173
7790	DB01173
8069	DB01174
8070	DB01174
36791	DB01175
36792	DB01175
77397	DB01175
77405	DB01175
77406	DB01175
77408	DB01175
77422	DB01175
77423	DB01175
3994	DB01176
51045	DB01176
42068	DB01177
3619	DB01178
59467	DB01178
59468	DB01178
50305	DB01179
75251	DB01179
28572	DB01180
5864	DB01181
63619	DB01182
63650	DB01182
8466	DB01182
7459	DB01183
31515	DB01184
59812	DB01184
5120	DB01185
63617	DB01186
63706	DB01186
8021	DB01186
453011	DB01188
38874	DB01189
38875	DB01189
4445	DB01189
3745	DB01190
439329	DB01191
5000	DB01191
521051	DB01191
59729	DB01191
59730	DB01191
2379	DB01193
2380	DB01193
62101	DB01193
3176	DB01194
5091	DB01195
75984	DB01195
76033	DB01195
4868	DB01196
3380	DB01197
32315	DB01198
53760	DB01198
53762	DB01198
9774	DB01199
3181	DB01200
3182	DB01200
45304	DB01201
6437	DB01202
60917	DB01203
60918	DB01203
60920	DB01203
60922	DB01203
50727	DB01204
50729	DB01204
5103	DB01205
6520	DB01206
9212	DB01208
4474	DB01209
29110	DB01210
58612	DB01210
6438	DB01210
6439	DB01210
72567	DB01210
3732	DB01211
29007	DB01212
53658	DB01212
5141	DB01213
34845	DB01214
6897	DB01214
4858	DB01215
5062	DB01216
2704	DB01217
184644	DB01219
4317	DB01219
4318	DB01219
59697	DB01219
75246	DB01220
580604	DB01221
60799	DB01221
60800	DB01221
6121	DB01221
650657	DB01221
3207	DB01222
28177	DB01223
30347	DB01223
8707	DB01224
8708	DB01224
6441	DB01227
4788	DB01228
59880	DB01228
45863	DB01229
7953	DB01230
4638	DB01231
63621	DB01232
107736	DB01233
60906	DB01233
61170	DB01233
61172	DB01233
6899	DB01233
3077	DB01234
41879	DB01234
15765	DB01235
49168	DB01235
49169	DB01235
57504	DB01235
67012	DB01235
9130	DB01236
59177	DB01237
59178	DB01237
59301	DB01237
59302	DB01237
59304	DB01237
59305	DB01237
31236	DB01238
3651	DB01239
50931	DB01239
50932	DB01239
15552	DB01240
57403	DB01240
5296	DB01241
3755	DB01242
47780	DB01242
64209	DB01242
59477	DB01243
3061	DB01244
52712	DB01244
52715	DB01244
41934	DB01245
4672	DB01248
59809	DB01248
31705	DB01249
63614	DB01250
63719	DB01250
7770	DB01250
31554	DB01253
4822	DB01253
49375	DB01254
70839	DB01254
49603	DB01259
204734	DB01260
40237	DB01261
50131	DB01262
64355	DB01263
367163	DB01264
17748	DB01265
53527	DB01265
63624	DB01265
83804	DB01267
83805	DB01267
83806	DB01267
38940	DB01268
84500	DB01273
84507	DB01273
84508	DB01273
408174	DB01274
63081	DB01274
63082	DB01274
63107	DB01274
63108	DB01274
63109	DB01274
63110	DB01274
31672	DB01275
5775	DB01275
63612	DB01280
59204	DB01282
73044	DB01283
149226	DB01288
31601	DB01288
15377	DB01294
16234	DB01294
16914	DB01294
261649	DB01294
29374	DB01294
29375	DB01294
29412	DB01294
30762	DB01294
33806	DB01294
33811	DB01294
33813	DB01294
41981	DB01294
238698	DB01295
31282	DB01295
59184	DB01295
59185	DB01295
59186	DB01295
59187	DB01295
28393	DB01296
39610	DB01296
44678	DB01296
47977	DB01296
58723	DB01296
60312	DB01296
62325	DB01296
258351	DB01297
9329	DB01299
63334	DB01301
15354	DB01303
72322	DB01303
82941	DB01319
31739	DB01321
34614	DB01326
3480	DB01326
53652	DB01326
3483	DB01327
474053	DB01327
53657	DB01327
3491	DB01328
3492	DB01328
52441	DB01328
3493	DB01329
34617	DB01330
3499	DB01330
59358	DB01330
209807	DB01331
53655	DB01331
3512	DB01332
553473	DB01332
55498	DB01332
3547	DB01333
7907	DB01337
7908	DB01337
9939	DB01339
9940	DB01339
137041	DB01346
15854	DB01346
28593	DB01346
8069	DB01346
8070	DB01346
2673	DB01351
2791	DB01352
5706	DB01355
49713	DB01356
6784	DB01357
31709	DB01362
15407	DB01364
51209	DB01364
57295	DB01364
63620	DB01367
28984	DB01370
33629	DB01370
37968	DB01370
37969	DB01370
37970	DB01370
22984	DB01373
29235	DB01373
29236	DB01373
29303	DB01373
29304	DB01373
29305	DB01373
29320	DB01373
33251	DB01373
49637	DB01373
15377	DB01375
15428	DB01375
16234	DB01375
29374	DB01375
29375	DB01375
29412	DB01375
30150	DB01375
32507	DB01375
32508	DB01375
33806	DB01375
33811	DB01375
33813	DB01375
41981	DB01375
57305	DB01375
25107	DB01377
25805	DB01377
29194	DB01377
33815	DB01377
33818	DB01377
33819	DB01377
36932	DB01377
36933	DB01377
52763	DB01377
18420	DB01378
17544	DB01390
28976	DB01390
29101	DB01390
32139	DB01390
41609	DB01390
10093	DB01392
48562	DB01392
48565	DB01392
48567	DB01392
47612	DB01393
23359	DB01394
27882	DB01394
51074	DB01394
50838	DB01395
28544	DB01396
16914	DB01397
18420	DB01397
30762	DB01397
16914	DB01398
29101	DB01398
30762	DB01398
9014	DB01399
179557	DB01400
7514	DB01400
15354	DB01401
16914	DB01401
18420	DB01401
30762	DB01401
72322	DB01401
6838	DB01403
77794	DB01405
77795	DB01405
77796	DB01405
4315	DB01406
174690	DB01407
31410	DB01407
59567	DB01407
59568	DB01407
59569	DB01407
59570	DB01407
61153	DB01407
553827	DB01408
59167	DB01408
59179	DB01408
59180	DB01408
59182	DB01408
59183	DB01408
28946	DB01412
31368	DB01413
478164	DB01413
59349	DB01413
34618	DB01415
3510	DB01415
3504	DB01416
53766	DB01418
53768	DB01418
53769	DB01418
7934	DB01421
67121	DB01422
160246	DB01424
28462	DB01426
58567	DB01426
34283	DB01428
53778	DB01430
53779	DB01430
6441	DB01433
31225	DB01435
31186	DB01436
71416	DB01438
71419	DB01438
71420	DB01438
53763	DB01439
53764	DB01439
53765	DB01439
16724	DB01440
30830	DB01440
48282	DB01441
59781	DB01444
3210	DB01445
59020	DB01446
27808	DB01452
1391	DB01454
15858	DB01477
47266	DB01477
59714	DB01481
17883	DB01482
17996	DB01482
31252	DB01483
28969	DB01488
31578	DB01493
17750	DB01494
28142	DB01494
41139	DB01494
28142	DB01495
31225	DB01495
4534	DB01501
59790	DB01501
41001	DB01515
64610	DB01520
6441	DB01522
2710	DB01524
4743	DB01525
74274	DB01529
18011	DB01530
18329	DB01530
27727	DB01530
36713	DB01530
36714	DB01530
36715	DB01530
40836	DB01530
61084	DB01535
16422	DB01536
189669	DB01537
34584	DB01541
60805	DB01549
6441	DB01555
4110	DB01560
59332	DB01560
15994	DB01561
16985	DB01561
22542	DB01561
28142	DB01563
31618	DB01567
61092	DB01571
2679	DB01576
42724	DB01576
4469	DB01576
35340	DB01577
6809	DB01577
102130	DB01581
102265	DB01582
18258	DB01583
18332	DB01583
29101	DB01583
305790	DB01583
30659	DB01583
30660	DB01583
533015	DB01583
58448	DB01583
60302	DB01583
60308	DB01583
6446	DB01583
6484	DB01583
16755	DB01586
36234	DB01586
43419	DB01586
78602	DB01586
78604	DB01586
9907	DB01586
68478	DB01590
15741	DB01591
30031	DB01591
30779	DB01591
18248	DB01592
52623	DB01592
82664	DB01592
27363	DB01593
30185	DB01593
52761	DB01593
82623	DB01593
59514	DB01594
7581	DB01595
3697	DB01597
59511	DB01597
59512	DB01597
471744	DB01598
51799	DB01598
8427	DB01599
32221	DB01600
31781	DB01601
2968	DB01602
2969	DB01602
34836	DB01603
52064	DB01603
52065	DB01603
6827	DB01603
8255	DB01604
51210	DB01605
51213	DB01605
35017	DB01607
51811	DB01607
9587	DB01607
31981	DB01608
49005	DB01609
63635	DB01610
5801	DB01611
55344	DB01612
60072	DB01613
44932	DB01614
53770	DB01615
53771	DB01615
53772	DB01615
518413	DB01616
53785	DB01616
53786	DB01616
64320	DB01616
59120	DB01622
51364	DB01624
59115	DB01624
6472	DB01627
6339	DB01628
40154	DB01629
44499	DB01631
17111	DB01632
48955	DB01632
48956	DB01632
58017	DB01632
39764	DB01635
29033	DB01636
16813	DB01638
16899	DB01638
17459	DB01638
17924	DB01638
18202	DB01638
28789	DB01638
38030	DB01638
17540	DB01642
320055	DB01642
320061	DB01642
37656	DB01642
37657	DB01642
43943	DB01642
55507	DB01642
17013	DB01643
42112	DB01643
46960	DB01643
63528	DB01643
28088	DB01645
74224	DB01645
21557	DB01646
71670	DB01646
11594	DB01650
12875	DB01650
18125	DB01650
18176	DB01650
28873	DB01650
47921	DB01650
15500	DB01652
57356	DB01652
16863	DB01655
43824	DB01655
48928	DB01655
58759	DB01655
47657	DB01656
27575	DB01660
18263	DB01661
58424	DB01661
73183	DB01661
73200	DB01661
63486	DB01667
40116	DB01670
15377	DB01671
16234	DB01671
20435	DB01671
28420	DB01671
28886	DB01671
29374	DB01671
29375	DB01671
29412	DB01671
33806	DB01671
33811	DB01671
33813	DB01671
41981	DB01671
49644	DB01671
60168	DB01671
18026	DB01672
36654	DB01672
16932	DB01673
57953	DB01673
83898	DB01673
84726	DB01673
27754	DB01675
62500	DB01675
46053	DB01676
18012	DB01677
18300	DB01677
22958	DB01677
29806	DB01677
30780	DB01677
36180	DB01677
37154	DB01677
37155	DB01677
37156	DB01677
41089	DB01681
59227	DB01681
17929	DB01686
58326	DB01686
17057	DB01687
17306	DB01687
17716	DB01687
18147	DB01687
18167	DB01687
25164	DB01687
28085	DB01687
28676	DB01687
36217	DB01687
36218	DB01687
36219	DB01687
36224	DB01687
36226	DB01687
36227	DB01687
41034	DB01687
4174	DB01687
47931	DB01687
47933	DB01687
47934	DB01687
47935	DB01687
47936	DB01687
47937	DB01687
546808	DB01687
59314	DB01687
59563	DB01687
60876	DB01687
64351	DB01687
17847	DB01688
27775	DB01690
58529	DB01690
17456	DB01692
18320	DB01692
25189	DB01692
42106	DB01692
42170	DB01692
15671	DB01694
15672	DB01694
15673	DB01694
15674	DB01694
30924	DB01694
30927	DB01694
30928	DB01694
30929	DB01694
35398	DB01694
35399	DB01694
35400	DB01694
48929	DB01694
48930	DB01694
48931	DB01694
17775	DB01696
46811	DB01696
46814	DB01696
46817	DB01696
46821	DB01696
46822	DB01696
46823	DB01696
46824	DB01696
46825	DB01696
46826	DB01696
62585	DB01696
62589	DB01696
27931	DB01697
3528	DB01697
40896	DB01697
41753	DB01697
59481	DB01697
60948	DB01697
62785	DB01697
62795	DB01697
63141	DB01697
68485	DB01697
28527	DB01698
18406	DB01700
58475	DB01700
17612	DB01702
41941	DB01702
18248	DB01703
52623	DB01703
82664	DB01703
74966	DB01707
28689	DB01708
17835	DB01709
24344	DB01709
58289	DB01709
44903	DB01711
16082	DB01713
17983	DB01713
57632	DB01713
58341	DB01713
61455	DB01713
61457	DB01713
17604	DB01714
58202	DB01714
64349	DB01714
17830	DB01715
2247	DB01715
42085	DB01715
58500	DB01715
28898	DB01717
62041	DB01717
39561	DB01718
16101	DB01722
18112	DB01726
151	DB01727
15562	DB01727
15563	DB01727
160	DB01727
16087	DB01727
30887	DB01727
30889	DB01727
30896	DB01727
30897	DB01727
36453	DB01727
36454	DB01727
43291	DB01727
73005	DB01728
73127	DB01728
16595	DB01729
18228	DB01729
203600	DB01729
58414	DB01729
62918	DB01729
78010	DB01731
78011	DB01731
78012	DB01731
340863	DB01733
45013	DB01733
59433	DB01733
59906	DB01733
17092	DB01735
17403	DB01735
47291	DB01735
58132	DB01735
17191	DB01739
20899	DB01739
27730	DB01739
32604	DB01739
32605	DB01739
32608	DB01739
32609	DB01739
38264	DB01739
43433	DB01739
58045	DB01739
15396	DB01744
15397	DB01744
36773	DB01744
15603	DB01746
25017	DB01746
28225	DB01746
32619	DB01746
32620	DB01746
32623	DB01746
32624	DB01746
32627	DB01746
32628	DB01746
57427	DB01746
29034	DB01747
83127	DB01747
42263	DB01749
32918	DB01750
16680	DB01752
57856	DB01752
67009	DB01752
41917	DB01756
49003	DB01756
49056	DB01756
49069	DB01756
58766	DB01756
27847	DB01758
59898	DB01758
43572	DB01759
13705	DB01762
15344	DB01762
15751	DB01774
28845	DB01774
57498	DB01774
58940	DB01774
16016	DB01775
17231	DB01776
17270	DB01779
31336	DB01779
58083	DB01779
51015	DB01780
16454	DB01783
29032	DB01783
46905	DB01783
7916	DB01783
16057	DB01785
57623	DB01785
15570	DB01786
16449	DB01786
16977	DB01786
32431	DB01786
32432	DB01786
32435	DB01786
32436	DB01786
32439	DB01786
32440	DB01786
57416	DB01786
57972	DB01786
66916	DB01786
76050	DB01786
47619	DB01791
18420	DB01794
27998	DB01794
30402	DB01794
44074	DB01794
52462	DB01794
58698	DB01794
60102	DB01794
60103	DB01794
71302	DB01794
71305	DB01794
71306	DB01794
71307	DB01794
82685	DB01794
83233	DB01794
44923	DB01795
16675	DB01796
29959	DB01796
46828	DB01796
46832	DB01796
46833	DB01796
17985	DB01812
58343	DB01812
27860	DB01816
65148	DB01818
18021	DB01819
44897	DB01819
58702	DB01819
28059	DB01822
41837	DB01822
42147	DB01822
16830	DB01828
59338	DB01828
405237	DB01833
609827	DB01833
78901	DB01833
78902	DB01833
17981	DB01837
58340	DB01837
16997	DB01839
28972	DB01839
29002	DB01839
17741	DB01844
44194	DB01845
41469	DB01847
49053	DB01847
49054	DB01847
35111	DB01848
39099	DB01848
15901	DB01849
45825	DB01851
28499	DB01852
58573	DB01852
30033	DB01853
17774	DB01856
30531	DB01856
36165	DB01856
15836	DB01857
30407	DB01857
57535	DB01857
16840	DB01859
57919	DB01859
52316	DB01860
18066	DB01861
18307	DB01861
35451	DB01861
46229	DB01861
58367	DB01861
58439	DB01861
58885	DB01861
66914	DB01861
67119	DB01861
61448	DB01862
16783	DB01863
57895	DB01863
43000	DB01864
225282	DB01866
59003	DB01866
16656	DB01874
57851	DB01874
41308	DB01878
16433	DB01880
17395	DB01880
36281	DB01880
57770	DB01880
58129	DB01880
15945	DB01885
16217	DB01885
74105	DB01885
40933	DB01889
5834	DB01892
17012	DB01894
35418	DB01894
45744	DB01894
49026	DB01894
58705	DB01894
58770	DB01894
64938	DB01899
17578	DB01900
44348	DB01902
15963	DB01904
17151	DB01904
18333	DB01904
18403	DB01904
40585	DB01909
45453	DB01910
44085	DB01911
245199	DB01912
33364	DB01912
33400	DB01912
17118	DB01914
28014	DB01914
28385	DB01914
37617	DB01914
37626	DB01914
37675	DB01914
37681	DB01914
37695	DB01914
37701	DB01914
37746	DB01914
40822	DB01914
42758	DB01914
68461	DB01914
41710	DB01915
17148	DB01917
326268	DB01917
84069	DB01919
49512	DB01925
42023	DB01927
78330	DB01928
14737	DB01930
15980	DB01930
18697	DB01930
28272	DB01936
28772	DB01936
45506	DB01936
47000	DB01936
47002	DB01936
47004	DB01936
47005	DB01936
47013	DB01936
6178	DB01936
79054	DB01936
79055	DB01936
74604	DB01937
74948	DB01937
15740	DB01942
30751	DB01942
75379	DB01944
75387	DB01944
75388	DB01944
104872	DB01954
40133	DB01954
59540	DB01954
41189	DB01955
15891	DB01956
32970	DB01956
507393	DB01956
38855	DB01957
43977	DB01960
63814	DB01960
53013	DB01961
60875	DB01961
37788	DB01962
62338	DB01962
74656	DB01962
74955	DB01962
74956	DB01962
74959	DB01962
39934	DB01966
44887	DB01966
47764	DB01966
47766	DB01966
47767	DB01966
47768	DB01966
47769	DB01966
17771	DB01971
27247	DB01971
27248	DB01971
30817	DB01971
30818	DB01971
30819	DB01971
17345	DB01972
58115	DB01972
40678	DB01976
17540	DB01979
320055	DB01979
320061	DB01979
37656	DB01979
37657	DB01979
43943	DB01979
55507	DB01979
16224	DB01982
28860	DB01982
33885	DB01982
4153	DB01982
42717	DB01982
43394	DB01982
43832	DB01982
47903	DB01982
47952	DB01982
47954	DB01982
58658	DB01982
58720	DB01982
75525	DB01982
79047	DB01982
79049	DB01982
40521	DB01985
61889	DB01985
18290	DB01987
45931	DB01987
58937	DB01987
9532	DB01987
41321	DB01990
15346	DB01992
57287	DB01992
44743	DB01993
44770	DB01993
59762	DB01993
59763	DB01993
74725	DB01995
39922	DB01996
41500	DB02000
75316	DB02000
75317	DB02000
30351	DB02003
30366	DB02003
49862	DB02003
17665	DB02007
17719	DB02007
41076	DB02007
4141	DB02007
4170	DB02007
43896	DB02007
47944	DB02007
48066	DB02007
49728	DB02007
58225	DB02007
58247	DB02007
58735	DB02007
60332	DB02007
61548	DB02007
61567	DB02007
61667	DB02007
15738	DB02010
57491	DB02010
18248	DB02013
25805	DB02013
29194	DB02013
33815	DB02013
33818	DB02013
33819	DB02013
36932	DB02013
36933	DB02013
40910	DB02013
52623	DB02013
82664	DB02013
15633	DB02015
57451	DB02015
16892	DB02022
63223	DB02023
63224	DB02023
28631	DB02024
51057	DB02024
28496	DB02025
58572	DB02025
41480	DB02029
16837	DB02030
57918	DB02030
15635	DB02031
20506	DB02031
57453	DB02031
68437	DB02031
3380	DB02032
9367	DB02034
43275	DB02035
60724	DB02043
72829	DB02043
73205	DB02043
74848	DB02045
16246	DB02053
16772	DB02053
28455	DB02053
370252	DB02053
57695	DB02053
58566	DB02053
30761	DB02054
42682	DB02054
44237	DB02055
15555	DB02056
57406	DB02056
16960	DB02059
57967	DB02059
17854	DB02060
17057	DB02061
17306	DB02061
17716	DB02061
18147	DB02061
18167	DB02061
25164	DB02061
28085	DB02061
28676	DB02061
36217	DB02061
36218	DB02061
36219	DB02061
36224	DB02061
36226	DB02061
36227	DB02061
41034	DB02061
4174	DB02061
47931	DB02061
47933	DB02061
47934	DB02061
47935	DB02061
47936	DB02061
47937	DB02061
546808	DB02061
59314	DB02061
59563	DB02061
60876	DB02061
64351	DB02061
15887	DB02068
356010	DB02068
16946	DB02070
28683	DB02070
57959	DB02070
67008	DB02070
67010	DB02070
17217	DB02074
35899	DB02074
36253	DB02074
36254	DB02074
36258	DB02074
41131	DB02074
16863	DB02076
43824	DB02076
48928	DB02076
58759	DB02076
44842	DB02078
78374	DB02082
78408	DB02082
78409	DB02082
17724	DB02083
58251	DB02083
18053	DB02085
30526	DB02085
58360	DB02085
30287	DB02086
42566	DB02087
41509	DB02092
46903	DB02092
27539	DB02095
17562	DB02097
28680	DB02097
17540	DB02100
320055	DB02100
320061	DB02100
37656	DB02100
37657	DB02100
43943	DB02100
55507	DB02100
43040	DB02109
15431	DB02110
17627	DB02110
26355	DB02110
28783	DB02110
36144	DB02110
36159	DB02110
36161	DB02110
50385	DB02110
55376	DB02110
55377	DB02110
60344	DB02110
60515	DB02110
40274	DB02113
43405	DB02114
42202	DB02115
17083	DB02119
44841	DB02119
50724	DB02121
36252	DB02123
36274	DB02123
60840	DB02124
60841	DB02124
60842	DB02124
60843	DB02124
60844	DB02124
60845	DB02124
60846	DB02124
60847	DB02124
60848	DB02124
60849	DB02124
40611	DB02125
77325	DB02127
17025	DB02129
30864	DB02129
30865	DB02129
30866	DB02129
30867	DB02129
16632	DB02130
30816	DB02130
18230	DB02133
17712	DB02134
48517	DB02134
25805	DB02137
29193	DB02137
29194	DB02137
30402	DB02137
33815	DB02137
33818	DB02137
33819	DB02137
36932	DB02137
36933	DB02137
44074	DB02137
58698	DB02137
60102	DB02137
60103	DB02137
71302	DB02137
71305	DB02137
71306	DB02137
71307	DB02137
82685	DB02137
83233	DB02137
18335	DB02142
58451	DB02142
72837	DB02144
73215	DB02144
28885	DB02145
43616	DB02152
16345	DB02153
224037	DB02153
61085	DB02153
16894	DB02156
57940	DB02156
16997	DB02159
28972	DB02159
29002	DB02159
518305	DB02163
15377	DB02165
16234	DB02165
29105	DB02165
29374	DB02165
29375	DB02165
29412	DB02165
33806	DB02165
33811	DB02165
33813	DB02165
41981	DB02165
51240	DB02166
51246	DB02166
77042	DB02167
44658	DB02169
77321	DB02170
16298	DB02171
17044	DB02171
28663	DB02171
60083	DB02171
60084	DB02171
61381	DB02171
17061	DB02174
18050	DB02174
28300	DB02174
32665	DB02174
32666	DB02174
32672	DB02174
32673	DB02174
32678	DB02174
32679	DB02174
58000	DB02174
58359	DB02174
15792	DB02175
30794	DB02175
30795	DB02175
15366	DB02176
16793	DB02176
30089	DB02176
49727	DB02176
16424	DB02178
