compound_id2
17696
217393
207852
226500
88189
220067
138728
217384
21348
163580
163217
214951
220663
207529
213636
213519
227109
24585
75637
220072
220066
207635
210369
219688
217377
208295
125023
217390
151846
211078
213585
206444
125054
10999
212013
145982
18062
209997
217388
101819
102188
209608
226145
110611
210605
217806
213440
223510
210483
208330
25531
219715
227464
227498
172069
159726
208021
139133
80123
143619
45688
31999
144584
6989
147419
220092
213441
226548
217815
85324
213667
46918
211680
217360
22256
209169
74272
61880
61887
22616
155200
226318
217378
135070
208019
6734
224798
204176
154591
217960
213556
92961
217314
226236
220854
146977
74813
146978
38155
174399
217369
207740
46114
65360
215184
222046
210665
54174
33694
226380
221654
207847
213439
52239
52961
71529
217403
72303
217865
163055
3897
60409
47421
226914
89511
93882
25618
75870
223998
127498
221264
106652
222691
213168
25470
124393
220864
122776
7480
197472
75020
28915
216745
165908
226958
18789
217248
206428
7709
217385
3724
200200
219690
141906
217380
48790
6878
35363
219286
5433
125773
1962
20530
3277
77896
2059
55990
117585
24655
43171
106683
226304
5057
213204
70139
38289
60417
158832
86790
82477
73989
214837
110888
151875
65588
200136
85280
19217
13878
62791
107533
218679
129224
141907
25463
41124
215295
5133
129229
129227
220586
62867
77179
64401
146874
159255
42410
217753
217801
212955
165948
217795
112739
172001
57572
38543
202030
221178
212019
130085
37638
165905
102382
129226
146844
78107
17233
226397
223559
207267
227108
220871
80122
1438
212640
74639
220748
26945
23278
130299
144856
146871
101260
205847
9702
132269
146926
226924
76519
213595
111657
210169
210657
17282
15532
200201
183691
215041
137732
153541
88019
213591
24615
61924
59792
18923
228326
71349
27598
54316
36480
146872
221588
14202
143020
158856
225478
200923
107542
35727
212705
15000
27957
7084
147473
226203
47591
141696
206430
43731
129152
53992
217229
67384
57593
97236
226936
115319
218256
106426
226060
47224
223164
217811
114843
129706
214411
9690
6270
54169
65032
40232
122871
201264
119279
18553
226140
163472
87904
197368
219728
79627
23430
217472
27025
69200
69201
12703
220882
42963
219695
71101
220333
127381
68341
116099
36404
104978
159397
98832
114994
217765
83920
205110
7493
209749
69855
118200
10041
131768
70126
207290
210378
224583
226953
213553
147861
21576
75871
129220
206174
128375
227793
214829
41595
38154
129285
217814
57592
57591
217238
141869
53993
23051
25833
35793
37946
57571
104806
217392
53209
163182
226917
207597
46134
222340
25412
42126
226950
129219
64402
60477
222144
227241
86029
26871
65351
142502
30187
23649
158843
209814
21621
52510
172539
227946
96216
213443
12389
70387
220804
73238
207591
65177
226139
200138
25413
135439
89719
55434
197492
217268
8029
210733
11543
129225
217361
137322
217351
199359
33728
83656
224148
66375
135725
135330
211031
220071
46985
108761
65640
18675
202727
35724
16029
211679
208342
220749
146172
14896
53961
159843
217810
70999
62377
29466
217813
17780
217799
61932
99889
207423
197462
57583
117278
91621
169662
135329
69927
66650
37033
125163
12270
213205
57761
2619
129638
142488
22628
142468
216501
47418
210371
79457
35190
215150
158942
64766
13505
210220
54010
66285
206157
101803
70078
80624
152125
18922
55027
66170
79629
78583
57994
95569
33582
219759
209724
217235
24248
81171
17850
165906
10702
35731
202729
22020
49917
42033
64604
61460
118502
214159
119042
221053
39023
20516
33705
33664
5364
127593
21347
138188
78096
219930
18346
172815
16979
82841
226868
213448
85284
16481
56834
122663
57832
47184
155472
211070
61037
48944
26992
93716
65347
54225
64472
12356
127428
81897
64370
213442
122857
66545
217766
6217
13660
217849
70375
210513
142715
212813
226489
30823
220857
65478
107845
169533
71210
215096
73365
226064
70331
212704
73226
227998
122876
73372
200429
221345
227992
79334
91802
73988
72709
129581
70380
37611
212078
47752
37774
118501
17625
17246
217835
55917
63562
151274
53206
60981
226142
36309
74814
34552
39971
209530
197196
218100
159722
22321
139239
61954
47985
141870
209816
44356
71000
27483
217796
74650
78299
221597
70546
226954
220909
147464
38692
13922
66843
87907
118439
24750
210440
42032
54165
209567
226146
40347
174634
127452
223261
77670
108760
70123
104600
21786
165929
54227
14796
129580
142588
217808
22692
13835
128839
222834
135622
9637
129428
9040
9900
33665
70090
41278
80651
127502
217812
170760
49412
67575
226859
109805
76241
79634
26873
81106
24413
36493
154578
219885
155448
72479
207315
47787
64007
122856
127532
73987
144507
210965
26285
81100
224348
22942
146865
227467
65449
26914
63713
163772
107353
214833
18900
64042
227743
217861
54166
213021
66543
142501
60972
69782
155209
12003
169520
147
22050
58924
107404
218140
148121
217802
24404
