;Side;Type;Metric;Value
92;both;optimistic;adjusted_arithmetic_mean_rank;0.01934047407201798
93;head;realistic;adjusted_arithmetic_mean_rank;0.016945711460629526
94;tail;realistic;adjusted_arithmetic_mean_rank;0.021757732128397208
95;both;realistic;adjusted_arithmetic_mean_rank;0.019340477229957104
96;head;pessimistic;adjusted_arithmetic_mean_rank;0.01694571801034899
97;tail;pessimistic;adjusted_arithmetic_mean_rank;0.021757738143808426
98;both;pessimistic;adjusted_arithmetic_mean_rank;0.019340484778578585
99;head;optimistic;z_arithmetic_mean_rank;1305.0151459916092
100;tail;optimistic;z_arithmetic_mean_rank;1298.1242933145381
101;both;optimistic;z_arithmetic_mean_rank;1840.7009094498546
102;head;realistic;z_arithmetic_mean_rank;1305.0151426137334
103;tail;realistic;z_arithmetic_mean_rank;1298.1242849297612
104;both;realistic;z_arithmetic_mean_rank;1840.7009035223932
105;head;pessimistic;z_arithmetic_mean_rank;1305.0151339189104
106;tail;pessimistic;z_arithmetic_mean_rank;1298.1242769473301
107;both;pessimistic;z_arithmetic_mean_rank;1840.7008893536079
108;head;optimistic;z_geometric_mean_rank;764.0100244926447
109;tail;optimistic;z_geometric_mean_rank;762.9880745241669
110;both;optimistic;z_geometric_mean_rank;1068.6981423311647
111;head;realistic;z_geometric_mean_rank;764.0100231830882
112;tail;realistic;z_geometric_mean_rank;762.9880725856489
113;both;realistic;z_geometric_mean_rank;1068.6981411989648
114;head;pessimistic;z_geometric_mean_rank;764.0100224438647
115;tail;pessimistic;z_geometric_mean_rank;762.988071996685
116;both;pessimistic;z_geometric_mean_rank;1068.6981391413008
117;head;optimistic;adjusted_inverse_harmonic_mean_rank;0.05736106792253231
118;tail;optimistic;adjusted_inverse_harmonic_mean_rank;0.056426037625728086
119;both;optimistic;adjusted_inverse_harmonic_mean_rank;0.05689355304627904
120;head;realistic;adjusted_inverse_harmonic_mean_rank;0.05736105901165313
121;tail;realistic;adjusted_inverse_harmonic_mean_rank;0.05642603653632298
122;both;realistic;adjusted_inverse_harmonic_mean_rank;0.05689356467264657
123;head;pessimistic;adjusted_inverse_harmonic_mean_rank;0.05736105030645442
124;tail;pessimistic;adjusted_inverse_harmonic_mean_rank;0.05642603282810526
125;both;pessimistic;adjusted_inverse_harmonic_mean_rank;0.05689354183942493
126;head;optimistic;adjusted_geometric_mean_rank_index;0.9964103053304442
127;tail;optimistic;adjusted_geometric_mean_rank_index;0.9950460914943334
128;both;optimistic;adjusted_geometric_mean_rank_index;0.9957826645260541
129;head;realistic;adjusted_geometric_mean_rank_index;0.9964103036225403
130;tail;realistic;adjusted_geometric_mean_rank_index;0.9950460889662274
131;both;realistic;adjusted_geometric_mean_rank_index;0.9957826634711023
132;head;pessimistic;adjusted_geometric_mean_rank_index;0.9964103026584563
133;tail;pessimistic;adjusted_geometric_mean_rank_index;0.9950460881981339
134;both;pessimistic;adjusted_geometric_mean_rank_index;0.9957826615538291
135;head;optimistic;variance;5966696.9606485255
136;tail;optimistic;variance;7248021.9802197255
137;both;optimistic;variance;6619845.657650868
138;head;realistic;variance;5966699.0
139;tail;realistic;variance;7248023.5
140;both;realistic;variance;6619847.5
141;head;pessimistic;variance;5966701.861269338
142;tail;pessimistic;variance;7248027.106310056
143;both;pessimistic;variance;6619850.687936245
144;head;optimistic;geometric_mean_rank;129.05105601926758
145;tail;optimistic;geometric_mean_rank;175.9989188722917
146;both;optimistic;geometric_mean_rank;150.70781777571702
147;head;realistic;geometric_mean_rank;129.05111694335938
148;tail;realistic;geometric_mean_rank;175.99900817871094
149;both;realistic;geometric_mean_rank;150.70785522460938
150;head;pessimistic;geometric_mean_rank;129.0511513340223
151;tail;pessimistic;geometric_mean_rank;175.99903531193965
152;both;pessimistic;geometric_mean_rank;150.70792328435536
153;head;optimistic;harmonic_mean_rank;17.397868363814357
154;tail;optimistic;harmonic_mean_rank;17.685189034632984
155;both;optimistic;harmonic_mean_rank;17.540352160261545
156;head;realistic;harmonic_mean_rank;17.397871060676124
157;tail;realistic;harmonic_mean_rank;17.685189375319
158;both;realistic;harmonic_mean_rank;17.54034858369503
159;head;pessimistic;harmonic_mean_rank;17.397873695289867
160;tail;pessimistic;harmonic_mean_rank;17.685190534977615
161;both;pessimistic;harmonic_mean_rank;17.540355607776434
162;head;optimistic;count;587426.0
163;tail;optimistic;count;587426.0
164;both;optimistic;count;1174852.0
165;head;realistic;count;587426.0
166;tail;realistic;count;587426.0
167;both;realistic;count;1174852.0
168;head;pessimistic;count;587426.0
169;tail;pessimistic;count;587426.0
170;both;pessimistic;count;1174852.0
171;head;optimistic;hits_at_1;0.010626019277321739
172;tail;optimistic;hits_at_1;0.013625546026222877
173;both;optimistic;hits_at_1;0.012125782651772308
174;head;realistic;hits_at_1;0.010626019277321739
175;tail;realistic;hits_at_1;0.013625546026222877
176;both;realistic;hits_at_1;0.012125782651772308
177;head;pessimistic;hits_at_1;0.010626019277321739
